replicate,NumDays,treatment,predict_spec,mean.dens.ml
2,39,C+D+S,Colp,290.4149593495935
2,39,C+D+S,Dexio,171.21842818428183
2,39,C+D+S,Spiro,39.87080894468921
2,41,C+D,Colp,89.56617886178861
2,41,C+D,Dexio,301.8170189701897
2,41,C+D+P,Colp,20.534959349593496
2,41,C+D+P,Dexio,176.61940379403794
2,41,C+D+P,Para,19.058360655737705
2,41,C+D+P+Pd,Para,13.84
2,41,C+D+S,Colp,155.7281300813008
2,41,C+D+S,Dexio,140.80043360433604
2,41,C+D+S,Spiro,29.81788617886179
2,41,C+D+S+Pd,Noise,13.84
2,43,C+D,Colp,27.474914860656348
2,43,C+D,Dexio,340.5240108401084
2,43,C+D+P,Colp,17.890731707317073
2,43,C+D+P,Dexio,200.66124661246613
2,43,C+D+P,Para,20.362298850574714
2,43,C+D+P+Pd,Para,13.84
2,43,C+D+S,Colp,233.10460704607044
2,43,C+D+S,Dexio,176.28184281842817
2,43,C+D+S,Spiro,39.278733802464075
2,43,C+D+S+Pd,Noise,13.84
2,45,C+D,Colp,20.64747967479675
2,45,C+D,Dexio,405.48574525745255
2,45,C+D+P,Colp,62.44878048780488
2,45,C+D+P,Dexio,201.71143631436314
2,45,C+D+S,Colp,243.08140921409213
2,45,C+D+S,Dexio,199.1609756097561
2,45,C+D+S,Spiro,31.69322493224932
2,47,C+D,Colp,13.84
2,47,C+D,Dexio,263.410081300813
2,47,C+D+P,Dexio,197.28563685636857
2,47,C+D+S,Colp,190.23436314363144
2,47,C+D+S,Dexio,149.8770731707317
2,47,C+D+S,Spiro,36.11030188441419
2,49,C+D,Dexio,154.34037940379403
2,49,C+D+P,Colp,13.84
2,49,C+D+P,Dexio,112.18276422764227
2,49,C+D+S,Colp,231.11674796747968
2,49,C+D+S,Dexio,126.73539295392953
2,49,C+D+S,Spiro,48.008672086720864
2,51,C+D,Dexio,104.49387533875338
2,51,C+D+P,Dexio,106.48173441734417
2,51,C+D+P,Para,14.895593220338982
2,51,C+D+S,Colp,236.93029810298103
2,51,C+D+S,Dexio,159.40379403794037
2,51,C+D+S,Spiro,27.15490514905149
2,53,C+D,Dexio,84.35273712737127
2,53,C+D+P,Colp,17.2127731092437
2,53,C+D+P,Dexio,121.7469918699187
2,53,C+D+S,Colp,208.350135501355
2,53,C+D+S,Dexio,169.5681300813008
2,53,C+D+S,Spiro,34.656260162601626
3,1,C+D,Colp,198.52336043360432
3,1,C+D,Dexio,213.15100271002711
3,1,C+D+P,Colp,167.09268292682927
3,1,C+D+P,Dexio,150.70222222222222
3,1,C+D+P,Para,107.49441734417344
3,1,C+D+P+Pd,Colp,109.70075338753388
3,1,C+D+P+Pd,Dexio,110.79501355013551
3,1,C+D+P+Pd,Noise,13.84
3,1,C+D+P+Pd,Spath,29.45953368269158
3,1,C+D+P+Pd,Para,49.599868604746646
3,1,C+D+Pd,Colp,61.490689932195764
3,1,C+D+Pd,Dexio,129.0814109911591
3,1,C+D+Pd,Noise,13.84
3,1,C+D+Pd,Spath,25.010579753939133
3,1,C+D+S,Colp,283.2511653116531
3,1,C+D+S,Dexio,219.52715447154472
3,1,C+D+S,Spiro,38.819819627704476
3,1,C+D+S+Pd,Colp,115.44135396346512
3,1,C+D+S+Pd,Dexio,169.83067750677506
3,1,C+D+S+Pd,Noise,13.84
3,1,C+D+S+Pd,Spath,32.46409552238806
3,1,C+D+S+Pd,Spiro,24.97951219512195
3,3,C+D,Colp,409.0113821138211
3,3,C+D,Dexio,509.4920325203252
3,3,C+D+P,Colp,116.25288503054522
3,3,C+D+P,Dexio,262.47241192411923
3,3,C+D+P,Para,264.2352303523035
3,3,C+D+P+Pd,Colp,96.49271094059254
3,3,C+D+P+Pd,Dexio,247.58625187574188
3,3,C+D+P+Pd,Noise,17.3
3,3,C+D+P+Pd,Spath,68.8707036443568
3,3,C+D+P+Pd,Para,84.740994073677
3,3,C+D+Pd,Colp,92.86677506775068
3,3,C+D+Pd,Dexio,246.3069918699187
3,3,C+D+Pd,Noise,25.080302243211335
3,3,C+D+Pd,Spath,48.593509872241576
3,3,C+D+S,Colp,200.13615176151762
3,3,C+D+S,Dexio,164.61723577235773
3,3,C+D+S,Spiro,38.59447154471545
3,3,C+D+S+Pd,Colp,155.65499186991872
3,3,C+D+S+Pd,Dexio,278.6378319783198
3,3,C+D+S+Pd,Noise,23.54787603930461
3,3,C+D+S+Pd,Spath,48.89500022213336
3,3,C+D+S+Pd,Spiro,32.20077629163388
3,5,C+D,Colp,221.3649864498645
3,5,C+D,Dexio,342.9244444444444
3,5,C+D+P,Colp,150.1021138211382
3,5,C+D+P,Dexio,353.9889430894309
3,5,C+D+P,Para,317.1572899728998
3,5,C+D+P+Pd,Colp,139.40049322493223
3,5,C+D+P+Pd,Dexio,266.1855826558266
3,5,C+D+P+Pd,Noise,13.84
3,5,C+D+P+Pd,Spath,92.09413550135501
3,5,C+D+P+Pd,Para,91.70312737127371
3,5,C+D+Pd,Colp,160.4319614131921
3,5,C+D+Pd,Dexio,449.36867208672084
3,5,C+D+Pd,Noise,56.50813220559867
3,5,C+D+Pd,Spath,89.15172899728998
3,5,C+D+S,Colp,180.220054200542
3,5,C+D+S,Dexio,307.5930623306233
3,5,C+D+S,Spiro,40.582330623306234
3,5,C+D+S+Pd,Colp,129.27238968799944
3,5,C+D+S+Pd,Dexio,197.4731707317073
3,5,C+D+S+Pd,Noise,22.71143437626981
3,5,C+D+S+Pd,Spath,32.037563812033376
3,5,C+D+S+Pd,Spiro,29.699739837398376
3,7,C+D,Colp,465.1965311653116
3,7,C+D,Dexio,479.33658536585364
3,7,C+D+P,Colp,206.96238482384825
3,7,C+D+P,Dexio,279.9130623306233
3,7,C+D+P,Para,455.21972899728996
3,7,C+D+P+Pd,Colp,118.4549199310175
3,7,C+D+P+Pd,Dexio,326.4964769647696
3,7,C+D+P+Pd,Noise,18.585142857142856
3,7,C+D+P+Pd,Spath,126.66599307365814
3,7,C+D+P+Pd,Para,146.40253929539296
3,7,C+D+Pd,Colp,198.37333333333333
3,7,C+D+Pd,Dexio,306.880433604336
3,7,C+D+Pd,Noise,23.233092833092833
3,7,C+D+Pd,Spath,60.58122655269342
3,7,C+D+S,Colp,196.76054200542006
3,7,C+D+S,Dexio,326.1214092140921
3,7,C+D+S,Spiro,42.570189701897014
3,7,C+D+S+Pd,Colp,78.89114789005033
3,7,C+D+S+Pd,Dexio,136.5621680216802
3,7,C+D+S+Pd,Noise,19.311627906976742
3,7,C+D+S+Pd,Spath,39.30510598152909
3,7,C+D+S+Pd,Spiro,26.717139505723416
3,9,C+D,Colp,268.17344173441734
3,9,C+D,Dexio,385.1570731707317
3,9,C+D+P,Colp,258.12162601626017
3,9,C+D+P,Dexio,302.6421680216802
3,9,C+D+P,Para,437.2539837398374
3,9,C+D+P+Pd,Colp,200.8596695515342
3,9,C+D+P+Pd,Dexio,248.64870585099294
3,9,C+D+P+Pd,Spath,47.87739837398374
3,9,C+D+P+Pd,Para,129.12361505010398
3,9,C+D+Pd,Colp,125.72271002710028
3,9,C+D+Pd,Dexio,127.67306233062331
3,9,C+D+Pd,Noise,19.0876910088645
3,9,C+D+Pd,Spath,17.109644012944983
3,9,C+D+S,Colp,214.0511653116531
3,9,C+D+S,Dexio,220.23978319783197
3,9,C+D+S,Spiro,29.89289972899729
3,9,C+D+S+Pd,Colp,157.07837398373982
3,9,C+D+S+Pd,Dexio,162.21680216802167
3,9,C+D+S+Pd,Noise,13.84
3,9,C+D+S+Pd,Spath,34.71988911988912
3,9,C+D+S+Pd,Spiro,22.785365853658536
3,11,C+D,Colp,368.7666124661246
3,11,C+D,Dexio,505.4788075880759
3,11,C+D+P,Colp,82.9649864498645
3,11,C+D+P,Dexio,75.6137050325875
3,11,C+D+P,Para,352.41365853658533
3,11,C+D+P+Pd,Colp,87.66687744655223
3,11,C+D+P+Pd,Dexio,79.58845439601937
3,11,C+D+P+Pd,Spath,26.270330806261647
3,11,C+D+P+Pd,Para,56.67677631853241
3,11,C+D+Pd,Colp,13.84
3,11,C+D+Pd,Dexio,13.84
3,11,C+D+Pd,Spath,13.84
3,11,C+D+S,Colp,201.78644986449865
3,11,C+D+S,Dexio,116.00845528455285
3,11,C+D+S,Spiro,42.34514905149051
3,11,C+D+S+Pd,Dexio,28.91937566137566
3,11,C+D+S+Pd,Noise,13.84
3,11,C+D+S+Pd,Spath,13.84
3,11,C+D+S+Pd,Spiro,13.84
3,13,C+D,Colp,285.4640650406504
3,13,C+D,Dexio,260.70959349593494
3,13,C+D+P,Colp,139.71273712737127
3,13,C+D+P,Dexio,76.25127371273712
3,13,C+D+P,Para,279.2288870199047
3,13,C+D+P+Pd,Colp,18.763846153846153
3,13,C+D+P+Pd,Dexio,40.06822913746379
3,13,C+D+P+Pd,Noise,13.84
3,13,C+D+P+Pd,Spath,24.90299837398374
3,13,C+D+P+Pd,Para,24.133027322404374
3,13,C+D+Pd,Spath,15.55056179775281
3,13,C+D+S,Colp,172.19360433604336
3,13,C+D+S,Dexio,103.59371273712736
3,13,C+D+S,Spiro,39.49463414634147
3,13,C+D+S+Pd,Spath,13.84
3,13,C+D+S+Pd,Spiro,13.84
3,15,C+D,Colp,234.679891598916
3,15,C+D,Dexio,270.7239024390244
3,15,C+D+P,Colp,109.22333541796957
3,15,C+D+P,Dexio,74.06995863642847
3,15,C+D+P,Para,184.00823848238483
3,15,C+D+P+Pd,Spath,38.10003560302626
3,15,C+D+P+Pd,Para,16.089
3,15,C+D+Pd,Colp,13.84
3,15,C+D+Pd,Noise,13.84
3,15,C+D+Pd,Spath,43.132791327913274
3,15,C+D+S,Colp,163.9421138211382
3,15,C+D+S,Dexio,201.14883468834688
3,15,C+D+S,Spiro,26.24911653116531
3,15,C+D+S+Pd,Colp,13.84
3,15,C+D+S+Pd,Noise,17.018074074074075
3,15,C+D+S+Pd,Spiro,13.84
3,17,C+D,Colp,252.6081300813008
3,17,C+D,Dexio,295.51588075880755
3,17,C+D+P,Colp,129.3608672086721
3,17,C+D+P,Dexio,141.47555555555556
3,17,C+D+P,Para,253.50829268292682
3,17,C+D+P+Pd,Spath,30.473317073170733
3,17,C+D+P+Pd,Para,13.84
3,17,C+D+Pd,Noise,15.645217391304348
3,17,C+D+Pd,Spath,19.824864864864864
3,17,C+D+S,Colp,281.18829268292683
3,17,C+D+S,Dexio,197.1731165311653
3,17,C+D+S,Spiro,54.31337499160116
3,17,C+D+S+Pd,Dexio,13.84
3,17,C+D+S+Pd,Noise,18.767878787878786
3,17,C+D+S+Pd,Spath,25.423478260869565
3,17,C+D+S+Pd,Spiro,18.67837398373984
3,19,C+D,Colp,284.7139295392954
3,19,C+D,Dexio,373.3424390243902
3,19,C+D+P,Colp,177.1069918699187
3,19,C+D+P,Dexio,182.02037940379404
3,19,C+D+P,Para,222.90276422764228
3,19,C+D+P+Pd,Noise,13.84
3,19,C+D+P+Pd,Spath,29.817886178861787
3,19,C+D+Pd,Spath,13.84
3,19,C+D+S,Colp,208.4251490514905
3,19,C+D+S,Dexio,359.6149593495935
3,19,C+D+S,Spiro,66.38699186991869
3,21,C+D,Colp,209.96292682926827
3,21,C+D,Dexio,330.9972899728997
3,21,C+D+P,Colp,208.53766937669374
3,21,C+D+P,Dexio,118.44639566395664
3,21,C+D+P,Para,182.53594384468437
3,21,C+D+P+Pd,Spath,13.84
3,21,C+D+S,Colp,277.3250948509485
3,21,C+D+S,Dexio,236.36769647696477
3,21,C+D+S,Spiro,74.9010298102981
3,23,C+D,Colp,322.1831978319783
3,23,C+D,Dexio,354.06395663956636
3,23,C+D+P,Colp,106.70677506775068
3,23,C+D+P,Dexio,49.22212657420692
3,23,C+D+P,Para,158.87869918699187
3,23,C+D+S,Colp,173.54384823848238
3,23,C+D+S,Dexio,149.6520325203252
3,23,C+D+S,Spiro,43.35783197831978
3,25,C+D,Colp,285.6140921409214
3,25,C+D,Dexio,348.8880216802168
3,25,C+D+P,Colp,131.40996183839388
3,25,C+D+P,Dexio,154.34037940379403
3,25,C+D+P,Para,120.73430894308943
3,25,C+D+P+Pd,Spath,13.84
3,25,C+D+S,Colp,203.84932249322492
3,25,C+D+S,Dexio,240.6059620596206
3,25,C+D+S,Spiro,45.720758807588076
3,27,C+D,Colp,204.89951219512196
3,27,C+D,Dexio,363.8532249322493
3,27,C+D+P,Colp,95.85015295576684
3,27,C+D+P,Dexio,82.58407748011906
3,27,C+D+P,Para,82.20973638827297
3,27,C+D+P+Pd,Noise,13.84
3,27,C+D+P+Pd,Spath,13.84
3,27,C+D+P+Pd,Para,13.84
3,27,C+D+Pd,Colp,13.84
3,27,C+D+S,Colp,230.51663956639567
3,27,C+D+S,Dexio,129.9609756097561
3,27,C+D+S,Spiro,32.21273081650531
3,27,C+D+S+Pd,Noise,13.84
3,29,C+D,Colp,225.71577235772358
3,29,C+D,Dexio,338.12357723577236
3,29,C+D+P,Colp,126.92292682926829
3,29,C+D+P,Dexio,90.20379403794038
3,29,C+D+P,Para,114.92075880758807
3,29,C+D+S,Colp,199.64856368563684
3,29,C+D+S,Dexio,120.92184281842819
3,29,C+D+S,Spiro,46.17084010840108
3,31,C+D,Colp,270.3113279132791
3,31,C+D,Dexio,396.44661246612463
3,31,C+D+P,Colp,152.390027100271
3,31,C+D+P,Dexio,77.49191043755098
3,31,C+D+P,Para,105.76910569105691
3,31,C+D+Pd,Colp,13.84
3,31,C+D+S,Colp,165.21734417344172
3,31,C+D+S,Dexio,228.5662872628726
3,31,C+D+S,Spiro,22.2790243902439
3,33,C+D,Colp,259.6969105691057
3,33,C+D,Dexio,252.9081842818428
3,33,C+D+P,Colp,74.5259620596206
3,33,C+D+P,Dexio,54.159783197831985
3,33,C+D+P,Para,46.80845528455284
3,33,C+D+S,Colp,198.67338753387534
3,33,C+D+S,Dexio,214.2762059620596
3,33,C+D+S,Spiro,34.99382113821138
3,35,C+D,Colp,165.179837398374
3,35,C+D,Dexio,295.0282926829268
3,35,C+D+P,Colp,18.09846153846154
3,35,C+D+P,Dexio,43.39158807588076
3,35,C+D+P,Para,30.90708292682927
3,35,C+D+S,Colp,190.87197831978318
3,35,C+D+S,Dexio,258.45918699186996
3,35,C+D+S,Spiro,53.55967479674796
3,37,C+D,Colp,139.41268292682926
3,37,C+D,Dexio,306.4678590785908
3,37,C+D+P,Colp,14.416666666666666
3,37,C+D+P,Dexio,76.43023461091754
3,37,C+D+P,Para,53.67219512195122
3,37,C+D+Pd,Noise,13.84
3,37,C+D+S,Colp,79.66439024390245
3,37,C+D+S,Dexio,201.03631436314362
3,37,C+D+S,Spiro,40.84487804878049
3,39,C+D,Colp,123.24726287262872
3,39,C+D,Dexio,296.1159891598916
3,39,C+D+P,Colp,55.88914963744232
3,39,C+D+P,Dexio,80.71457994579946
3,39,C+D+P,Para,29.998722415795584
3,39,C+D+S,Colp,124.6350135501355
3,39,C+D+S,Dexio,266.11056910569107
3,39,C+D+S,Spiro,22.61658536585366
3,41,C+D,Colp,104.19382113821138
3,41,C+D,Dexio,299.7541463414634
3,41,C+D+P,Colp,77.10822198656768
3,41,C+D+P,Dexio,53.10959349593495
3,41,C+D+P,Para,51.92813008130081
3,41,C+D+S,Colp,89.37864498644986
3,41,C+D+S,Dexio,196.8730623306233
3,41,C+D+S,Spiro,49.43392953929539
3,41,C+D+S+Pd,Noise,13.84
3,43,C+D,Colp,85.17788617886178
3,43,C+D,Dexio,300.6168021680217
3,43,C+D+P,Colp,66.31105602203563
3,43,C+D+P,Dexio,61.62363143631436
3,43,C+D+P,Para,14.619718309859156
3,43,C+D+S,Colp,112.67035230352303
3,43,C+D+S,Dexio,249.60758807588076
3,43,C+D+S,Spiro,34.46872628726287
3,45,C+D,Colp,74.26341463414634
3,45,C+D,Dexio,362.76552845528454
3,45,C+D+P,Colp,121.40943089430894
3,45,C+D+P,Dexio,100.55566395663956
3,45,C+D+P,Para,39.26175396508063
3,45,C+D+S,Colp,117.39620596205962
3,45,C+D+S,Dexio,319.4452032520325
3,45,C+D+S,Spiro,30.98059620596206
3,47,C+D,Colp,13.84
3,47,C+D,Dexio,139.0751219512195
3,47,C+D+P,Colp,74.78850948509485
3,47,C+D+P,Dexio,97.27382113821139
3,47,C+D+P,Para,15.296842105263158
3,47,C+D+S,Colp,62.48628726287262
3,47,C+D+S,Dexio,328.9344173441734
3,47,C+D+S,Spiro,44.895609756097556
3,49,C+D,Colp,13.84
3,49,C+D,Dexio,144.13853658536584
3,49,C+D+P,Colp,48.30872628726287
3,49,C+D+P,Dexio,45.00813008130081
3,49,C+D+P,Para,18.953711847273343
3,49,C+D+S,Colp,21.49607046070461
3,49,C+D+S,Dexio,228.30373983739838
3,49,C+D+S,Spiro,21.87926863572433
3,51,C+D,Colp,13.84
3,51,C+D,Dexio,200.3611924119241
3,51,C+D+P,Colp,50.67165311653116
3,51,C+D+P,Dexio,98.39902439024391
3,51,C+D+P,Para,28.69268292682927
3,51,C+D+S,Colp,23.066666666666666
3,51,C+D+S,Dexio,303.0922493224932
3,51,C+D+S,Spiro,38.34130081300813
3,53,C+D,Colp,13.84
3,53,C+D,Dexio,141.17550135501355
3,53,C+D+P,Colp,67.39967479674797
3,53,C+D+P,Dexio,57.12281842818428
3,53,C+D+P,Para,33.3060162601626
3,53,C+D+S,Colp,20.778753387533875
3,53,C+D+S,Dexio,278.45029810298104
3,53,C+D+S,Spiro,26.779837398373985
4,1,C+D,Colp,125.91024390243902
4,1,C+D,Dexio,125.08509485094851
4,1,C+D+P,Colp,142.63826558265583
4,1,C+D+P,Dexio,232.9920867208672
4,1,C+D+P,Para,132.7206335856462
4,1,C+D+P+Pd,Colp,68.87030395184922
4,1,C+D+P+Pd,Dexio,110.8374740502122
4,1,C+D+P+Pd,Spath,20.677877295118673
4,1,C+D+P+Pd,Para,30.333927670311184
4,1,C+D+Pd,Colp,63.502918271287975
4,1,C+D+Pd,Dexio,105.6190785907859
4,1,C+D+Pd,Noise,13.84
4,1,C+D+Pd,Spath,15.942254742547425
4,1,C+D+S,Colp,242.29376693766937
4,1,C+D+S,Dexio,170.0932249322493
4,1,C+D+S,Spiro,32.28427449359239
4,1,C+D+S+Pd,Colp,82.0482954388866
4,1,C+D+S+Pd,Dexio,167.95533875338754
4,1,C+D+S+Pd,Noise,17.3
4,1,C+D+S+Pd,Spath,27.369964157706093
4,1,C+D+S+Pd,Spiro,18.77085020242915
4,3,C+D,Colp,232.4669918699187
4,3,C+D,Dexio,416.36271002710026
4,3,C+D+P,Colp,136.29962059620595
4,3,C+D+P,Dexio,280.55067750677506
4,3,C+D+P,Para,246.71956639566395
4,3,C+D+P+Pd,Colp,213.8811103217828
4,3,C+D+P+Pd,Dexio,306.43455867082037
4,3,C+D+P+Pd,Noise,14.82857142857143
4,3,C+D+P+Pd,Spath,142.16328754322026
4,3,C+D+P+Pd,Para,73.65418296345125
4,3,C+D+Pd,Colp,142.1131707317073
4,3,C+D+Pd,Dexio,356.5769105691057
4,3,C+D+Pd,Noise,45.86572431394217
4,3,C+D+Pd,Spath,62.68761319993075
4,3,C+D+S,Colp,294.69073170731707
4,3,C+D+S,Dexio,268.8860704607046
4,3,C+D+S,Spiro,39.1855783197832
4,3,C+D+S+Pd,Colp,184.8708943089431
4,3,C+D+S+Pd,Dexio,334.33539295392956
4,3,C+D+S+Pd,Noise,24.08622779519331
4,3,C+D+S+Pd,Spath,47.693956822023665
4,3,C+D+S+Pd,Spiro,17.21355490162137
4,5,C+D,Colp,245.25680216802166
4,5,C+D,Dexio,238.5430894308943
4,5,C+D+P,Colp,77.15143631436314
4,5,C+D+P,Dexio,312.28140921409215
4,5,C+D+P,Para,275.8623306233062
4,5,C+D+P+Pd,Colp,235.01745257452575
4,5,C+D+P+Pd,Dexio,373.3378275356524
4,5,C+D+P+Pd,Noise,13.84
4,5,C+D+P+Pd,Spath,121.7239107775693
4,5,C+D+P+Pd,Para,161.4370838581625
4,5,C+D+Pd,Colp,149.76455284552844
4,5,C+D+Pd,Dexio,288.8771815718157
4,5,C+D+Pd,Noise,25.23225034180186
4,5,C+D+Pd,Spath,51.039576719576715
4,5,C+D+S,Colp,291.65268292682924
4,5,C+D+S,Dexio,210.2629810298103
4,5,C+D+S,Spiro,57.64791327913279
4,5,C+D+S+Pd,Colp,217.68932249322492
4,5,C+D+S+Pd,Dexio,276.61246612466124
4,5,C+D+S+Pd,Noise,30.346751152073733
4,5,C+D+S+Pd,Spath,56.56734618916437
4,5,C+D+S+Pd,Spiro,40.769864498644985
4,7,C+D,Colp,218.88953929539295
4,7,C+D,Dexio,246.5320325203252
4,7,C+D+P,Colp,138.51252032520324
4,7,C+D+P,Dexio,223.65289972899728
4,7,C+D+P,Para,235.54254742547425
4,7,C+D+P+Pd,Colp,349.67566395663954
4,7,C+D+P+Pd,Dexio,560.1636856368564
4,7,C+D+P+Pd,Noise,13.84
4,7,C+D+P+Pd,Spath,176.99447154471545
4,7,C+D+P+Pd,Para,291.390135501355
4,7,C+D+Pd,Colp,166.980162601626
4,7,C+D+Pd,Dexio,320.270352303523
4,7,C+D+Pd,Noise,25.138411799796476
4,7,C+D+Pd,Spath,72.46470871961822
4,7,C+D+S,Colp,237.98048780487807
4,7,C+D+S,Dexio,241.84368563685638
4,7,C+D+S,Spiro,73.81333333333333
4,7,C+D+S+Pd,Colp,152.57756097560977
4,7,C+D+S+Pd,Dexio,225.49073170731705
4,7,C+D+S+Pd,Noise,13.84
4,7,C+D+S+Pd,Spath,60.072994192799065
4,7,C+D+S+Pd,Spiro,20.870098058315474
4,9,C+D,Colp,241.46861788617883
4,9,C+D,Dexio,322.1081842818428
4,9,C+D+P,Colp,158.0160433604336
4,9,C+D+P,Dexio,242.06872628726285
4,9,C+D+P,Para,332.08498644986446
4,9,C+D+P+Pd,Colp,280.28813008130084
4,9,C+D+P+Pd,Dexio,320.870460704607
4,9,C+D+P+Pd,Noise,13.84
4,9,C+D+P+Pd,Spath,73.75980265826533
4,9,C+D+P+Pd,Para,158.04037207939646
4,9,C+D+Pd,Colp,160.86655826558265
4,9,C+D+Pd,Dexio,186.16862872628724
4,9,C+D+Pd,Noise,21.23575
4,9,C+D+Pd,Spath,33.1453952991453
4,9,C+D+S,Colp,237.60542005420055
4,9,C+D+S,Dexio,230.89170731707316
4,9,C+D+S,Spiro,43.62037940379404
4,9,C+D+S+Pd,Colp,170.0182113821138
4,9,C+D+S+Pd,Dexio,288.31457994579944
4,9,C+D+S+Pd,Noise,19.667368421052632
4,9,C+D+S+Pd,Spath,28.057880758807585
4,9,C+D+S+Pd,Spiro,30.09469237832874
4,11,C+D,Colp,177.36953929539294
4,11,C+D,Dexio,242.21875338753387
4,11,C+D+P,Colp,90.57886178861789
4,11,C+D+P,Dexio,51.384281842818424
4,11,C+D+P,Para,272.29918699186993
4,11,C+D+P+Pd,Colp,138.099945799458
4,11,C+D+P+Pd,Dexio,174.62613136646831
4,11,C+D+P+Pd,Spath,57.435811595346856
4,11,C+D+P+Pd,Para,59.45440467774243
4,11,C+D+Pd,Colp,13.84
4,11,C+D+Pd,Dexio,15.056703296703297
4,11,C+D+Pd,Spath,13.84
4,11,C+D+S,Colp,188.84661246612467
4,11,C+D+S,Dexio,88.70352303523035
4,11,C+D+S,Spiro,38.10688346883469
4,11,C+D+S+Pd,Dexio,13.84
4,11,C+D+S+Pd,Spath,13.84
4,11,C+D+S+Pd,Spiro,13.84
4,13,C+D,Colp,246.71956639566395
4,13,C+D,Dexio,309.6934417344174
4,13,C+D+P,Colp,164.84227642276423
4,13,C+D+P,Dexio,102.76856368563685
4,13,C+D+P,Para,252.00802168021679
4,13,C+D+P+Pd,Colp,17.495849056603774
4,13,C+D+P+Pd,Dexio,34.31388461538461
4,13,C+D+P+Pd,Spath,59.01520571569352
4,13,C+D+P+Pd,Para,24.62459677419355
4,13,C+D+Pd,Noise,13.84
4,13,C+D+Pd,Spath,24.20491575350536
4,13,C+D+S,Colp,208.68769647696476
4,13,C+D+S,Dexio,203.43674796747968
4,13,C+D+S,Spiro,27.64249322493225
4,13,C+D+S+Pd,Colp,13.84
4,13,C+D+S+Pd,Dexio,13.84
4,13,C+D+S+Pd,Spath,22.429051490514905
4,13,C+D+S+Pd,Spiro,16.240433604336044
4,15,C+D,Colp,239.78081300813008
4,15,C+D,Dexio,284.2638482384824
4,15,C+D+P,Colp,101.23078590785907
4,15,C+D+P,Dexio,91.10395663956639
4,15,C+D+P,Para,216.07653116531165
4,15,C+D+P+Pd,Dexio,13.84
4,15,C+D+P+Pd,Spath,33.05586776859504
4,15,C+D+P+Pd,Para,13.84
4,15,C+D+Pd,Noise,13.84
4,15,C+D+Pd,Spath,20.759999999999998
4,15,C+D+S,Colp,278.600325203252
4,15,C+D+S,Dexio,214.95132791327913
4,15,C+D+S,Spiro,28.69079182892669
4,15,C+D+S+Pd,Spath,22.504065040650403
4,15,C+D+S+Pd,Spiro,22.58105263157895
4,17,C+D,Colp,197.58569105691058
4,17,C+D,Dexio,162.66688346883467
4,17,C+D+P,Colp,108.46959349593496
4,17,C+D+P,Dexio,108.01951219512195
4,17,C+D+P,Para,174.6690514905149
4,17,C+D+P+Pd,Spath,34.28947879246234
4,17,C+D+P+Pd,Para,21.137454545454545
4,17,C+D+Pd,Noise,18.14734693877551
4,17,C+D+Pd,Spath,13.84
4,17,C+D+S,Colp,233.14211382113822
4,17,C+D+S,Dexio,278.26276422764226
4,17,C+D+S,Spiro,40.80737127371274
4,17,C+D+S+Pd,Noise,16.389473684210525
4,17,C+D+S+Pd,Spath,13.84
4,17,C+D+S+Pd,Spiro,15.19686274509804
4,19,C+D,Colp,287.2643902439024
4,19,C+D,Dexio,268.09842818428183
4,19,C+D+P,Colp,122.30959349593496
4,19,C+D+P,Dexio,191.6971273712737
4,19,C+D+P,Para,182.8080216802168
4,19,C+D+P+Pd,Noise,13.84
4,19,C+D+P+Pd,Spath,23.5730081300813
4,19,C+D+Pd,Noise,13.84
4,19,C+D+S,Colp,269.6362059620596
4,19,C+D+S,Dexio,335.83566395663956
4,19,C+D+S,Spiro,56.67898825654923
4,19,C+D+S+Pd,Spiro,13.84
4,21,C+D,Colp,297.3162059620596
4,21,C+D,Dexio,234.19230352303524
4,21,C+D+P,Colp,122.45962059620597
4,21,C+D+P,Dexio,149.83956639566395
4,21,C+D+P,Para,124.7850406504065
4,21,C+D+S,Colp,166.83013550135502
4,21,C+D+S,Dexio,246.2319783197832
4,21,C+D+S,Spiro,71.26287262872629
4,23,C+D,Colp,208.23761517615176
4,23,C+D,Dexio,244.88173441734418
4,23,C+D+P,Colp,110.1949051490515
4,23,C+D+P,Dexio,52.9539403794038
4,23,C+D+P,Para,142.82579945799458
4,23,C+D+S,Colp,218.70200542005418
4,23,C+D+S,Dexio,181.7953387533875
4,23,C+D+S,Spiro,40.35728997289973
4,25,C+D,Colp,234.79241192411922
4,25,C+D,Dexio,225.0781571815718
4,25,C+D+P,Colp,131.34872628726288
4,25,C+D+P,Dexio,133.0740379403794
4,25,C+D+P,Para,103.36867208672088
4,25,C+D+S,Colp,211.08813008130082
4,25,C+D+S,Dexio,254.33344173441733
4,25,C+D+S,Spiro,44.1079674796748
4,25,C+D+S+Pd,Spiro,13.84
4,27,C+D,Colp,230.06655826558264
4,27,C+D,Dexio,268.32346883468836
4,27,C+D+P,Colp,63.011382113821135
4,27,C+D+P,Dexio,69.91262872628727
4,27,C+D+P,Para,136.0370731707317
4,27,C+D+S,Colp,241.73116531165311
4,27,C+D+S,Dexio,128.01062330623304
4,27,C+D+S,Spiro,43.05777777777777
4,27,C+D+S+Pd,Spiro,13.84
4,29,C+D,Colp,136.1120867208672
4,29,C+D,Dexio,261.2721951219512
4,29,C+D+P,Colp,61.39859078590786
4,29,C+D+P,Dexio,78.53918699186993
